D.O. (mg/l),Temp,PH,Turbidity (NTU),CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),TOTAL COLIFORM (MPN/100ml)Mean,label
5.4,23.12,7.05,199,769,1.3,0.51,323,0
6.7,23.11,7.05,199,14083,1.4,1.02,360,0
6.4,23.11,7.06,199,92,1,0.26,242,0
6.4,22.86,7.13,200,36,8.2,0.56,10,0
6.3,22.84,7.13,200,59,3.7,0.52,48,0
6.2,22.86,7.13,200,114,9.6,0.69,175,0
6,22.86,7.13,200,1108,11.1,0.52,1754,0
5.9,22.86,7.14,200,88,10.4,0.84,162,0
5.9,22.85,7.14,200,1686,2.2,0.11,206,0
6.5,22.83,7.14,200,45,26.3,0.11,126,0
6.6,22.84,7.14,200,56,50,0.11,800,0
1,22.84,7.15,200,19575,2.2,0.3,143,0
5.6,22.84,7.15,201,63,0.4,0.8,257,0
6.7,22.84,7.15,201,69,0.6,18.73,199,0
6.5,22.81,7.16,201,6381,0.5,25.71,56,0
7.3,22.79,7.16,201,9326,0.4,19.69,1536,0
7.7,22.77,7.16,201,15158,1.6,2.61,512,0
6.2,22.75,7.16,201,74,2.1,2.66,127,0
6.4,22.73,7.17,201,429,1,3.6,375,0
6.4,22.71,7.17,201,308,2.4,3.67,345,0
7,22.72,7.17,201,505,4.9,10.45,690,0
3.6,22.69,7.17,201,465,4,0.45,1487,0
3.7,22.67,7.18,201,183,2,0.35,703,0
7.1,22.65,7.18,201,135,2,0.62,715,0
7.1,22.66,7.18,201,103,1.7,0.4,445,0
5.8,22.67,7.18,201,106,0.8,0.26,1025,0
8.4,22.69,7.19,201,213,5.4,0.2,679,0
8.1,22.7,7.19,201,312,5.5,0.51,59417,0
6.1,22.71,7.19,201,99,1.7,0.87,1083,0
8,22.72,7.19,201,230,1.7,0.65,603,0
5.4,22.73,7.2,201,264,1.7,0.36,1400,0
7,22.75,7.2,201,272,1.4,0.44,485,0
4.7,22.73,7.21,201,19595,3,0.92,434,0
5.4,22.71,7.21,201,199,1.5,0.83,890,0
7.102,22.72,7.22,201,11170,9.2,0.56,2150,0
3.487,22.74,7.22,201,4990,4.7,0.75,505,0
5.35,22.73,7.22,201,1516,4.7,0.68,1450,0
7.05,22.71,7.22,201,44600,5.3,0.59,650,0
6.5,22.68,7.23,201,890,15,0.46,180,0
5.6,22.69,7.23,201,111,3.2,0.6,360,0
6.085,22.66,7.24,202,139,4.3,0.57,918,0
6.055,22.66,7.24,202,288,431.5,0.58,1933,0
7.93,22.64,7.24,202,84,3.1,0.19,913,0
4.9,22.64,7.25,202,3101,2.175,0.23,1655,0
6.625,22.61,7.25,202,510,1.5,2.16,1630,0
5.175,22.59,7.25,202,88,2.025,2.15,1913,0
6.4,22.57,7.26,202,338,1.575,0.4,289,0
6.2,22.58,7.26,202,162,1.7,1.79,246,0
7.4,22.57,7.26,202,182,1.3,1.1,500,0
7.6,22.54,7.26,202,2219,1.425,0.27,473,0
7.35,22.55,7.27,202,414,1.025,3.32,500,0
7.675,22.57,7.27,202,635,1.725,0.15,820,0
7.125,22.55,7.27,202,1051,1.575,0.4,720,0
7,22.52,7.28,202,636,4.014,0.4,1290,0
6.543,22.52,7.28,202,993,3.857,2.02,1465,0
6.7,22.49,7.28,202,632,4.633,0.46,425,0
7.1,22.46,7.28,202,973,5.4,0.79,385,0
6.333,22.45,7.29,202,1156,3.729,0.57,275,0
6.471,22.44,7.29,202,904,4.5,0.53,195,0
6.371,22.46,7.29,202,1110,4.4,0.43,340,0
6.7,22.43,7.3,202,1290,1.757,1.93,100,0
6.2,22.44,7.3,202,990,1.071,0.63,1055,0
7.286,22.44,7.3,202,914,1.313,1.47,2788,0
6.525,22.41,7.3,202,1808,0.467,0.3,2275,0
6.917,22.42,7.31,202,1302,0.414,1.02,2257,0
6.8,22.43,7.31,202,1286,0.988,0.53,2785,0
7.075,22.45,7.31,202,280,1.4,0.47,2807,0
7.013,22.43,7.32,202,344,1.637,0.44,303,0
6.787,22.4,7.32,203,310,6.788,0.15,1400,0
4.1,22.39,7.32,203,303,0.733,0.77,918,0
6.9,22.38,7.33,203,1630,0.633,0.42,1675,0
6.867,22.36,7.33,203,788,1.033,0.68,428,0
6.467,22.37,7.33,203,468,0.933,0.14,876,0
6.667,22.36,7.34,203,234,0.833,0.42,1083,0
6.967,22.36,7.34,203,527,0.933,1.33,689,0
6.733,22.35,7.34,203,796,0.671,0.5,882,0
6.714,22.35,7.35,203,388,0.9,0.38,1225,0
6.733,22.35,7.35,203,166,1.1,0.24,83,0
7.233,22.37,7.35,203,125,0.867,0.44,3025,0
6.233,22.36,7.36,203,144,0.533,0.34,868,0
6.867,22.38,7.36,203,87,0.6,0.26,4275,0
6.433,22.39,7.36,203,84,0.533,0.46,4175,0
7.033,22.4,7.37,203,103,0.633,0.52,2175,0
6.633,22.38,7.37,203,117,0.7,1.49,5975,0
6.833,22.36,7.37,203,287,0.7,0.56,2750,0
6.333,22.36,7.37,203,130,0.267,0.4,690,0
7.033,22.35,7.38,203,109,0.7,0.44,1525,0
7,22.36,7.38,203,246,2.133,0.26,1105,0
7.95,22.3,7.4,203,110,1,0.6,208,0
5.8,22.3,7.41,203,213,1.5,0.42,176,0
6.975,22.28,7.41,203,174,1.325,0.45,357,0
5.35,22.29,7.41,203,244,1.5,0.73,191,0
7.525,22.28,7.42,204,162,1.1,1.25,167,0
7.15,22.3,7.42,204,163,2.075,0.12,150,0
4.325,22.27,7.42,204,143,2,0.22,338,0
6.925,22.26,7.43,204,208,3.667,0.33,253,0
6.825,22.23,7.43,204,158,1.333,0.53,189,0
6.7,22.23,7.43,204,338,1.667,0.27,507,0
6.75,22.23,7.44,204,269,4.35,0.31,544,0
5.87,22.21,7.44,204,109,3.267,0.63,32,0
6.033,22.19,7.44,204,131,12,1.29,4950,0
5.1,22.17,7.45,204,116,12,0.51,75000,0
5.1,22.15,7.46,204,128,5.4,0.85,9000,0
6.8,22.13,7.46,204,221,14.667,0.29,70000,0
4.2,22.13,7.46,204,193,9.333,0.61,25500,0
5.533,22.15,7.47,204,217,6.267,0.56,52500,0
5.2,22.12,7.47,204,131,21,0.63,75000,0
4.2,22.13,7.47,204,176,21.333,0.11,27500,0
4.033,22.14,7.48,204,199,20.333,0.08,12000,0
4.133,22.14,7.48,204,170,17,0.47,70000,0
5.35,22.15,7.48,204,95,16,0.26,75000,0
4.05,22.14,7.49,204,92,14,0.54,62500,0
6.27,22.11,7.5,204,42,3.1,0.25,249,0
6.1,22.13,7.51,204,45,87,0.63,7,0
0.6,22.1,7.51,204,59,130,0.22,153,0
7.2,22.13,7.52,205,37,6.2,2.43,132,0
4.6,22.1,7.52,205,72,1.6,0.67,525,0
8.8,22.07,7.53,205,38,1,0.4,603,0
10,22.07,7.53,205,44,1.8,0.71,115,0
9,22.08,7.53,205,100,0.5,0.1,85,0
7.767,22.08,7.54,205,52,0.6,0.2,148,0
7.167,22.06,7.54,205,61,0.4,0.1,75,0
8.533,22.05,7.55,205,39,0.5,0.5,460,0
8.867,22.03,7.55,205,41,1.758,0.4,205,0
5.6,22.04,7.55,205,93,10.825,0.1,295,0
7.2,22.05,7.57,205,101,19.663,0.1,322,0
5,22.03,7.57,205,49,11.333,0.1,577,0
6.2,22.05,7.57,205,49,4,0.1,608,0
7.2,22.02,7.58,205,58,5,0.4,2925,0
6.2,22.03,7.58,205,235,14.847,0.1,355,0
3.9,22.01,7.58,205,182,4.632,0.2,312.5,0
6.9,21.97,7.59,205,382,2.754,0.1,50,0
7.8,21.97,7.6,205,48,1.893,0.3,29,0
6.7,21.94,7.6,205,48,2.503,0.1,137000,0
8.3,21.92,7.6,205,49,2.375,0.3,68650,0
8.1,21.91,7.61,205,286,2.242,1.4,38667,0
7.7,21.91,7.61,205,194,2.423,0.1,77,0
8.6,21.9,7.61,205,107,2.144,1.2,49061,0
7.7,21.89,7.62,205,51,1.681,0.3,259,0
7.4,21.88,7.62,206,46,4.165,0.1,31,0
7,21.84,7.63,206,49,6.1,0.1,9000,0
5.9,21.81,7.63,206,297,7.08,0.1,358000,0
4.1,21.8,7.63,206,287,441.8,0.1,1693,0
3.9,21.77,7.64,206,375,2.12,0.1,116,0
5.7,21.77,7.64,206,349,5.64,0.2,188,0
6.1,21.78,7.65,206,165,9.75,0.4,13,0
6.2,21.77,7.65,206,155,13,0.3,33,0
6.3,21.79,7.65,206,168,1.6,0.3,44,0
7.1,21.75,7.66,206,218,1.333,1.8,7,0
7.4,21.75,7.66,206,4909,4,1.9,350,0
7.3,21.75,7.67,206,23576,1.755,0.6,809,0
5.9,21.75,7.67,206,65700,1.164,1.1,42,0
7.4,21.74,7.67,206,235,1.325,1.2,2400,0
7.1,21.75,7.68,206,262,0.458,0.2,22,0
6.8,21.74,7.68,206,227,0.475,2.2,53,0
6.8,21.73,7.69,206,249,1.117,0.8,137,0
6.8,21.71,7.69,206,2754,1.692,0.4,144,0
7.2,21.71,7.7,206,212,1.275,1.5,2400,0
6.2,21.68,7.7,206,12771,1.383,0.6,170,0
6.6,21.67,7.7,206,304,0.625,1.2,110,0
6.9,21.66,7.71,206,1315,0.975,0.4,5400,0
6,21.66,7.71,206,36593,1.075,0.5,781,0
5.4,21.64,7.72,206,1291,0.675,0.4,316,0
6.7,21.65,7.72,206,18865,0.575,0.9,223,0
6.9,21.64,7.72,206,605,0.575,1.8,296,0
6.5,21.66,7.73,206,600,0.567,1.4,1050,0
6.8,21.65,7.73,206,729,0.7,1.6,737,0
5.8,21.67,7.74,206,2670,0.7,1.6,1036,0
6.8,21.68,7.74,206,43,0.7,1.7,624,0
7.1,21.67,7.74,206,59,1.05,0.8,1008,0
6.3,21.69,7.75,207,106,0.65,0.3,104,0
6.3,21.69,7.75,207,516,0.5,0.3,1259,0
6.9,21.69,7.76,207,87,0.675,0.3,106,0
6.4,21.7,7.76,207,74,1.15,0.6,816,0
6.8,21.71,7.76,207,127,0.975,0.6,1056,0
6.8,21.71,7.77,207,226,0.55,0.7,1179,0
7.1,21.68,7.77,207,93,0.425,0.4,1680,0
7,21.65,7.78,207,76,2.025,0.9,1748,0
2.4,21.62,7.78,207,113,4.942,0.9,2865,0
6.7,21.64,7.79,207,100,4.475,1,753,0
6.8,21.63,7.79,207,273,4.4,1,508,0
6.5,21.62,7.79,207,201,9.875,0.8,427,0
5.1,21.62,7.8,207,245,5.125,0.7,452,0
6.5,21.63,7.8,207,75,4.958,1,681,0
6.6,21.63,7.81,207,74,4.5,0.2,935,0
6.6,21.61,7.81,207,108,3,0.2,31167,0
7.9,21.58,7.81,207,111,2.027,0,1100,0
7.4,21.56,7.82,207,129,3.525,0.1,1200,0
7,21.54,7.82,207,130,3.233,0.2,1600,0
6.9,21.53,7.83,207,2323,4.043,0.4,925,0
7.3,21.54,7.83,207,462,3.4,0.4,975,0
8,21.52,7.83,207,107,11.57,0.6,27,0
5.5,21.5,7.84,207,299,8.693,0.5,8391,0
7,21.48,7.84,207,33259,7.475,0.1,5330,0
6.6,21.5,7.85,207,77,5.067,1.2,8443,0
6.4,21.49,7.85,208,28018,2.1,0.5,5500,0
7.1,21.46,7.86,208,350,1.967,0.9,4049,0
8.1,21.48,7.86,208,133,2.133,1.6,5672,0
7.5,21.45,7.88,208,130,1.775,1,3433,0
7.5,21.46,7.88,208,120,2.25,0.9,18125,0
7.5,21.44,7.89,208,139,3.125,0.7,6300,0
6,21.43,7.89,208,13925,2.175,2.5,9517,0
6.1,21.43,7.9,208,326,2.747,2.8,3048,0
8.1,21.41,7.9,208,7392,2.067,0,6742,0
7.3,21.42,7.91,208,12051,14.533,0.4,3052,1
4.9,21.4,7.91,208,162,6.7,0.3,10250,0
6.3,21.41,7.92,208,212,14.25,0.4,12842,0
6.1,21.43,7.92,208,227,4.25,0.4,6367,0
6.8,21.44,7.92,208,314,3.85,0.4,14920,0
6.7,21.45,7.93,208,151,8.35,0.3,8925,1
5.9,21.42,7.93,208,123,4.3,0.2,5082,1
6.5,21.43,7.93,208,139,3.75,0.3,8625,1
6.9,21.42,7.94,208,313,14.7,0,4003,1
5.1,21.43,7.94,209,215,14.76,0.1,1538,1
5,21.43,7.94,209,204,16.25,0.1,13575,1
5.1,21.43,7.95,209,205,7,0.9,36,1
6.2,21.43,7.95,209,72,1.39,0.2,34,1
4.4,21.43,7.95,209,70,1.26,0.4,23,1
4.2,21.44,7.96,209,52,36,0.3,29,1
4,21.45,7.96,209,830,4.4,0.5,83,1
8,21.44,7.96,209,95,341.833,0.1,164,1
4.2,21.45,7.96,209,164,1.443,0.1,45,1
5,21.46,7.97,209,231,1.407,0,67,1
7.5,21.44,7.97,209,101,3.555,0,304,1
6.6,21.45,7.97,209,64,1.723,1.1,76,1
6.8,21.46,7.97,209,4600,1.229,0.7,474,1
6.7,21.42,7.97,209,52,0.943,0.8,130,1
7.1,21.42,7.98,209,265,0.977,0.7,68,1
7.4,21.39,7.98,209,12769,2.675,0.4,116,1
6.6,21.39,7.98,209,90,2.091,0.2,78,1
6.6,21.38,7.98,209,248,2.092,0.3,60,1
5.4,21.38,7.98,209,94,1.802,0.2,58,1
5.4,21.38,7.98,209,76,2.552,0.5,63,1
5.3,21.39,7.99,209,192,1.7,0.4,47,1
7.8,21.37,7.99,209,79,3.4,0.2,32,1
7.5,21.37,7.99,209,52,2.4,0.3,0,1
7,21.35,7.99,209,25964,1.8,0.4,0,1
7.2,21.36,7.99,210,54,4.2,0.1,0,1
7.9,21.37,7.99,210,1239,4.7,0.4,0,1
7,21.35,7.99,210,58,1.8,0.6,0,1
6.8,21.35,7.99,210,77,2,0,28,1
7.1,21.35,7.99,210,80,1.8,0.4,32,1
7,21.34,8,210,666,1.9,0.6,33,1
7.2,21.33,8,210,12768,1.9,0.2,35,1
8,21.3,8,210,59,11.7,0.9,31,1
7.5,21.28,8,210,119,2.5,2.4,34,1
8.1,21.26,8,210,54,2,0.5,30,1
8.1,21.22,8,210,104,3,0.7,40,1
8.1,21.21,8,210,92,19.5,3.4,70,1
7.8,21.2,8,210,48,3.5,2,420,1
8,21.17,8,210,20455,4,0,691,1
7.5,21.15,8,210,56,5.5,0,448,1
7.5,21.14,8,210,2531,513.5,0.8,443,1
4,21.13,8,210,15362,6.9,0.7,172,1
7.7,21.13,8,210,62,1.8,1.7,304,1
8,21.1,8,210,59,2.4,0.6,2008,1
7.7,21.1,8,210,83,1.7,1,590,1
6.4,21.11,8,211,50,1.5,0.9,661,1
6.8,21.13,8,211,76,1,0.7,531,1
6.9,21.11,8,211,64,0.4,0.9,3583,1
6.9,21.1,8,211,943,0.5,1,1969,1
7,21.12,8,211,38,1.1,0.9,1311,1
6.9,21.13,8,211,43,1.4,0.2,590,1
7.1,21.13,8,211,48,1.2,0.1,530,1
6.9,21.14,8,211,309,1.1,0.1,2803,1
6.8,21.13,8,211,61,0.6,0.1,473,1
7.3,21.12,8,211,995,1.2,0.4,550,1
6.9,21.13,8,211,52,0.9,0.6,350,1
6.8,21.14,8,211,44,0.8,0.1,206,1
7.2,21.15,8,211,77,0.4,0.2,694,1
7,21.15,8,211,19279,0.5,0.2,656,1
7,21.16,8,211,69,0.5,0.2,426,1
7.1,21.14,8,211,58,0.6,0.2,60392,1
7,21.13,8,211,98,0.6,0.1,718,1
6.8,21.13,7.99,211,12327,0.9,0.2,71,1
6.8,21.14,7.99,211,51,1.2,0.1,961,1
7,21.13,7.99,211,371,0.9,0.1,37375,1
6.8,21.11,7.99,212,316,0.5,0.1,409,1
6.9,21.12,7.99,212,241,0.5,0.2,535,1
6.8,21.09,7.99,212,121,0.9,0.2,144,1
7.2,21.09,7.99,212,64,1.1,0.9,705,1
7.1,21.04,7.98,212,211,0.4,4.3,166,1
7.1,21.02,7.98,212,263,1.9,3.6,159,1
6.5,21.03,7.98,212,111,5.7,5,658,1
7.7,21.05,7.98,212,205,5,5.9,7018,1
7.8,21.05,7.98,212,283,5.2,6.1,1268,1
7.7,21.02,7.97,212,263,6.5,6.1,660,1
7.5,21.03,7.97,212,300,5.6,7.7,822,1
7.3,21.02,7.97,212,13103,6,6.2,88,1
7.4,21.01,7.97,212,207,5.9,5.9,825,1
7.4,21.01,7.97,212,198,2.4,4.2,2950,1
7.3,20.99,7.96,212,729,1.2,6.1,447,1
7.4,20.99,7.96,212,1086,3.2,4.7,3375,1
7.5,20.99,7.96,212,10910,1.9,0,468,1
7.3,20.99,7.96,212,17990,2.7,0,542,1
7.4,20.97,7.95,212,48500,1.3,0.8,626,1
7.4,20.97,7.95,213,830,17.2,0.4,433,1
7.3,20.98,7.95,213,104,18.5,0.3,523,1
7.5,20.95,7.95,213,440,6.8,0.4,313,1
6.9,20.96,7.94,213,732,5.9,0,332,1
3.1,20.96,7.94,213,1322,2.2,1.2,284,1
6.9,20.94,7.94,213,809,1.8,0.7,667,1
6.9,20.94,7.93,213,1103,2.3,0.4,541,1
7,20.91,7.93,213,906,1.6,0.8,815,1
8.1,20.89,7.93,213,1064,1.7,0.7,1007,1
7.7,20.86,7.92,213,1197,3,3.8,759,1
7.4,20.87,7.92,213,1383,2.1,4.1,1205,1
7.2,20.86,7.92,213,1063,9,2.8,785,1
8,20.83,7.91,213,1532,1.9,3,472,1
7.6,20.85,7.91,213,1269,1.3,3.2,188,1
7.2,20.84,7.91,213,1194,1.5,2.6,610,1
7.3,20.85,7.9,213,780,2.3,2.5,796,1
7.1,20.85,7.9,213,773,1.2,4.3,171,1
7.5,20.86,7.9,213,820,2,1.1,554,1
6.9,20.84,7.89,213,650,1.4,2.4,151,1
7,20.83,7.89,213,390,2.7,2.5,230,1
7.9,20.81,7.89,213,334,2.6,2.8,643,1
7.5,20.81,7.88,214,316,1.2,2.5,103,1
7.6,20.83,7.88,214,1261,1.3,2.4,1633,1
7.7,20.8,7.88,214,304,1.1,2.8,141,1
6.7,20.78,7.87,214,657,2,4.7,1238,0
5.7,20.75,7.86,214,623,1.7,2.4,1563,0
6.3,20.75,7.86,214,252,3.8,2,65,0
5.8,20.74,7.86,214,17,1.9,3.7,74,0
5.8,20.71,7.85,214,157,1.5,5.1,1223,0
5.5,20.72,7.85,214,164,1.4,3.4,1342,0
6.1,20.72,7.84,214,141,1,2.9,40500,0
6.4,20.7,7.84,214,427,2.2,3.5,53556,0
6.4,20.68,7.84,214,527,2.3,5.6,13810,0
6.3,20.66,7.83,214,116,1.2,3.3,15213,0
7.1,20.68,7.83,214,160,1.4,3,12473,0
6.7,20.69,7.82,214,47,1.7,16.9,30319,0
7.4,20.7,7.82,214,116,1.1,10.5,4314,0
6.9,20.7,7.82,214,179,1.6,20.3,4224,0
6,20.7,7.81,214,220,1.5,19.6,8559,0
7.3,20.68,7.81,214,180,1,3.7,16709,0
5.4,20.67,7.78,215,189,4.7,2.4,374,0
2.2,20.64,7.78,215,179,2.6,3.3,36,0
5.2,20.64,7.77,215,64,1.8,3.8,41,0
5.6,20.64,7.77,215,83,1.5,0.1,45,0
5.5,20.65,7.76,215,81,1.4,0.1,38,0
7.3,20.63,7.76,215,308,2,0.1,32,0
6.5,20.63,7.76,215,414,1.5,0.2,34,0
7.2,20.6,7.75,215,305,4.9,0,60,0
6.6,20.58,7.75,215,77,5,0.5,51,0
6.9,20.58,7.74,215,176,5.2,1.9,38,0
6.7,20.56,7.73,215,121,10.3,1,41,0
5.1,20.55,7.73,215,620,3.6,8,34,0
5.6,20.56,7.72,215,72,5.7,6,511090873,0
5.5,20.55,7.72,215,188,9.9,7,4073,0
5.3,20.57,7.71,215,224,4.8,1,52500,0
6.7,20.58,7.71,216,144,31.3,1.23,5433,0
3.6,20.56,7.7,216,319,3.1,11,50333,0
7.2,20.56,7.7,216,79,6.4,0,29333,0
5.9,20.56,7.69,216,39,7.4,0.87,21667,0
5.4,20.54,7.69,216,322,5.4,0,72000,0
5.8,20.54,7.69,216,192,5.1,0,39533,0
5.9,20.54,7.68,216,282,8.5,1,7133,0
6,20.53,7.68,216,275,6.1,0,49500,0
5.9,20.52,7.67,216,415,4.6,0.08,38000,0
6.8,20.44,7.66,216,99,3.3,0.08,9,0
6.8,20.46,7.65,216,85,3.3,0.17,17,0
6.9,20.44,7.65,216,80,3.4,0.14,22,0
6.9,20.46,7.64,216,3937,4.9,0.1,22,0
6.6,20.41,7.63,216,541,5,0.06,224,0
6.7,20.42,7.63,216,6166,4.9,0.09,15,0
6.7,20.44,7.62,217,24062,5.5,0.14,15,0
5.9,20.44,7.62,217,83,4.6,0.49,4,0
6.3,20.43,7.62,217,4424,4.7,0.66,6,0
6.6,20.42,7.61,217,226,5,0.06,74,0
6.8,20.39,7.61,217,268,2.7,0.17,67,0
7.1,20.4,7.6,217,2413,2.7,0.12,70,0
7,20.38,7.6,217,384,2.7,0.22,506,0
7.2,20.36,7.59,217,269,1.4,0.06,36,0
6.7,20.34,7.59,217,269,1.4,0.16,42,0
5.8,20.32,7.58,217,196,1.4,0.19,44,0
6.6,20.3,7.58,217,269,1.4,0.14,108,0
6.7,20.28,7.58,217,223,0.9,0.35,16,0
6.7,20.27,7.57,217,9293,1.2,0.34,386,0
6.5,20.26,7.57,217,170,1.6,0.07,55,0
6.3,20.24,7.56,217,4175,0.7,0.08,61,0
7,20.26,7.56,217,4282,1.6,0.21,53,0
6.6,20.24,7.55,217,5551,1.1,0.08,50,0
6.9,20.23,7.55,217,5390,0.8,0.13,3108,0
7,20.22,7.55,218,161,0.8,1,34,0
6.7,20.24,7.54,218,138,0.7,1,780,0
7.2,20.23,7.54,218,81,1.1,0.57,40,0
7.5,20.25,7.53,218,194,1.7,0.75,36,0
3,20.22,7.53,218,186,0.7,2.89,528,0
5.9,20.21,7.52,218,207,1.6,1.58,79,0
6.7,20.18,7.52,218,85,2,1,63,0
6.1,20.19,7.52,218,176,1.7,1.86,40,0
6.7,20.2,7.51,218,178,1.6,1.79,59,0
6.9,20.18,7.51,218,180,1.6,1,48,0
2.1,20.15,7.5,218,85,1.9,1.5,48,0
2.5,20.13,7.5,218,77,1.4,1.78,54,0
7.2,20.13,7.49,218,75,1.2,1,34251,0
3.7,20.14,7.49,218,82,1.2,4.4,22223,0
6.1,20.16,7.48,218,56,0.5,1,83554,0
6.7,20.14,7.48,218,2240,1.2,1,106333,0
7.6,20.13,7.47,218,73,26.9,1,60,0
1.9,20.13,7.47,219,130,0.1,1.89,59,0
7.4,20.15,7.46,219,191,1.3,0.63,52,0
6.4,20.16,7.45,219,134,1.1,4.57,94083,0
5.4,20.14,7.45,219,80,1.6,2.26,54083,0
5.6,20.15,7.44,219,14526,1.2,4.22,552,0
7.1,20.17,7.44,219,82,1.5,4.78,120,0
5.9,20.16,7.43,219,67,1.1,4.25,42,0
7.4,20.18,7.43,219,965,0.7,1,43,0
7.2,20.17,7.42,219,17990,0.6,1,115,0
6.5,20.17,7.42,219,90,0.8,1,68,0
6.8,20.16,7.41,219,4429,1.7,0.75,29,0
6.8,20.16,7.41,219,87,1.4,0.6,86,0
6.6,20.16,7.4,219,85,0.6,0.9,340,0
6.4,20.18,7.4,219,101,1.9,1,500,0
7.3,20.16,7.39,219,83,0.5,1,572,0
5.6,20.16,7.38,219,32005,0.6,2,173,0
6.9,20.15,7.38,220,281,1.8,0.62,174,0
7.1,20.14,7.37,220,106,1.5,0.53,227,0
6.2,20.13,7.37,220,58,0.6,0.57,1183,0
6.7,20.13,7.36,220,2941,0.6,0.55,24,0
7.2,20.12,7.36,220,35,1.3,0.34,23,0
6,20.11,7.35,220,63,0.6,0.37,1817,0
5.2,20.09,7.35,220,65,0.7,0.35,5,0
4.8,20.07,7.34,220,90,0.5,0.46,2,0
3.9,20.06,7.34,220,728,1.8,0.56,64,0
6.3,20.04,7.32,220,41,1.3,0.29,41,0
5.7,20.04,7.31,220,68,1.3,1.11,13410,0
6.6,20.03,7.3,220,70,1.3,0.25,2915,0
6.6,20.01,7.3,220,100,0.9,0.77,6264,0
6.5,19.99,7.29,221,96,0.9,1.01,3080,0
6.7,19.97,7.29,221,49,1.8,0.29,6086,0
4.3,19.98,7.28,221,24360,1.5,0.2,3061,0
4.6,19.96,7.28,221,59,1.6,1.28,7908,0
7.7,19.98,7.27,221,14410,1,0.39,9320,0
5.8,19.98,7.27,221,22757,2.1,0.34,9554,0
4.5,19.96,7.27,221,66,1.3,0.59,2841,0
6.9,19.95,7.26,221,59,0.9,0.54,7190,0
6.6,19.95,7.25,221,120,0.6,0.35,23867,0
6.9,19.93,7.25,221,55,1.3,0.18,2813,0
5.5,19.93,7.25,221,86,0.8,4.41,7069,0
5.4,19.92,7.24,221,62,0.7,0.32,3559,0
7.1,19.91,7.24,221,3185,0.9,0.58,3527,0
6.9,19.88,7.23,221,36,2.4,0.28,3757,0
7.3,19.86,7.23,221,64,2.1,0.37,1996,0
7.5,19.84,7.22,221,86,1,0.72,9286,0
6.4,19.85,7.22,221,2640,1,0.52,6054,0
6.5,19.83,7.21,221,53,1.3,0.3,3644,0
7.7,19.82,7.21,221,2007,2.1,0.14,21036,0
7.5,19.82,7.2,222,46,0.7,0.38,1525,0
7.3,19.8,7.2,222,43,0.7,0.23,7130,0
7.4,19.78,7.19,222,54,1.9,0.45,12282,0
7.4,19.76,7.19,222,113,1.7,0.4,1132,0
7.5,19.76,7.18,222,12561,1.5,0.88,3612,0
7.2,19.77,7.18,222,61,1.5,0.31,8167,0
6.6,19.78,7.17,222,61,1,0.46,163,0
7.5,19.76,7.17,222,1614,0.8,0.35,94,0
6,19.76,7.14,222,516,2,0.56,98,0
6.5,19.78,7.14,222,505,2.9,1.04,300,0
6.8,19.76,7.13,222,109,2.5,1.17,93,0
6.6,19.76,7.13,222,83,2.5,1.04,745,0
6.6,19.77,7.12,222,102,2.2,0.68,112,0
6.7,19.79,7.12,222,92,2.7,0.27,89,0
6.7,19.81,7.12,222,232,4.6,0.32,63,0
6.7,19.81,7.11,222,519,2.7,0.23,667,0
6.6,19.83,7.11,222,103,2.5,0.62,51,0
6.7,19.83,7.11,223,196,2.5,0.28,63,0
6.6,19.82,7.1,223,244,2.5,1,64,0
6.8,19.8,7.1,223,243,2.4,1,88,0
6.5,19.77,7.09,223,296,2.5,1,124,0
6.6,19.77,7.09,223,25034,104.5,0,124,0
5.8,19.75,7.08,223,386,22,0,120,0
4.8,19.73,7.08,223,21600,10,3.69,85,0
5.5,19.75,7.07,223,21600,23.7,1,98,0
5.1,19.74,7.07,223,26600,10,1,83,0
5.5,19.72,7.07,223,13000,16.3,0.06,96,0
5,19.73,7.07,223,1063,27.5,1,63,0
4.9,19.7,7.06,223,63,19.3,3,88,0
5,19.72,7.06,223,101,13.3,1,68,0
5.3,19.7,7.06,223,136,21,0.85,82,0
4.9,19.71,7.05,223,226,23,1,90,0
4.1,19.71,7.05,223,72,17,1,88,0
4.8,19.68,7.05,223,61,19.8,1,788,0
4,19.67,7.04,223,69,1.3,0.89,545,0
7.8,19.68,7.04,223,241,1.3,2.66,435,0
7.7,19.69,7.04,223,159,1.6,1.58,435,0
7.6,19.68,7.03,223,170,88,1.89,1567,0
5.9,19.69,7.03,224,640,0.8,2.26,990,0
6,19.66,7.02,224,1090,1.1,2.54,4208,0
5.6,19.65,7.02,224,705,1,1.59,2557,0
6.2,19.63,7.02,224,1375,2.3,2.26,2831,0
7.2,19.62,7.02,224,745,2.3,1,150,0
7.2,19.62,7.02,224,975,1.8,1,1236,0
7.5,19.62,7.01,224,1385,2.4,1,2975,0
7.5,19.63,7.01,224,1067,7.7,1,618,0
5.3,19.6,7.01,224,970,1.7,1,483,0
7.2,19.61,7.01,224,1418,1.6,0,756,0
7.5,19.6,7.01,224,1015,2.3,0,785,0
7.8,19.59,7.01,224,854,3.3,1.5,1623,0
7.4,19.57,7,224,370,2,1,112867,0
7.2,19.55,7,224,376,1.9,0,997,0
